idPersona,esEmpleado,esCliente,esProveedor,idSucursal,nombre,apellidoP,apellidoM,correo,telefono,estado,calle,municipio,numero,cp,rfc,edad,salario,antiguedad,nss,curp,noPuntos,esParrillero,esMesero,esCajero,esTortillero,esRepartidor,fechaIngreso
9037132385,true,false,true,7462592733,Adelaide,Kirrage,Balchen,abalchen6e@altervista.org,7518754293,Sinaloa,Dakota,Morelia,1655,87734,VHQD075060JLS,48,33078.48,30,2577079860,,,false,false,true,false,false,2018-03-08
4028269508,false,true,false,,Klarika,Boulding,Morad,kmorad6f@mtv.com,7789774697,Colima,Tony,Tuxcacuesco,858,71773,LHBS055668DPL,,,,,MZKZ717801WWUGCIYK,7062,false,false,false,false,false,
8254347204,true,false,true,7739948965,Casar,Mereweather,Laydel,claydel6g@army.mil,3664985071,Morelos,Butternut,Cazones de Herrera,4228,25336,PVMO301855AIH,70,24778.97,24,1142226197,,,true,true,true,true,true,2018-12-17
4597283771,false,true,false,,Alane,Ishchenko,MacKowle,amackowle6h@ft.com,5627645765,Baja California,Mccormick,Moyahua de Estrada,597,03233,CFWG477152PVU,,,,,VIVA594105RFTTURBD,25178,false,false,false,false,false,
8948853576,false,false,false,,Gerhardine,Leitche,Hillyatt,ghillyatt6i@businessinsider.com,4297700821,Campeche,Sunfield,San Francisco de los Romo,362,66093,AYHI389943BHL,,,,,,,false,false,false,false,false,
0372242028,false,true,true,,Dacy,Bittlestone,Reilingen,dreilingen6j@mapy.cz,7429665176,Chiapas,Daystar,El Tule,4732,92154,IDNE796250QVM,,,,,OSUB687900BLWYDFRL,10922,false,false,false,false,false,
8102138693,true,true,false,2130779876,Aylmer,Librey,Kop,akop6k@wisc.edu,2068186405,Durango,Morrow,Tekit,02390,71500,WBOJ863920KUH,30,37570.28,19,5297863339,KNLR510254ABSLVSSP,14513,false,false,true,true,false,2021-08-07
6540307150,true,false,false,3340417935,Shurlocke,Butteris,Lightwing,slightwing6l@ameblo.jp,8502213822,Tamaulipas,Straubel,Mazamitla,544,85003,ZMLX460972XSQ,71,91368.79,16,1614832419,,,false,false,true,false,true,2021-10-13
7967170438,false,true,false,,Norah,Ackermann,Heselwood,nheselwood6m@360.cn,9076326228,Veracruz de Ignacio de la Llave,Eliot,Palizada,66163,62991,UJHG742408BDI,,,,,KDSF353890ICLMEWRG,38621,false,false,false,false,false,
5359230600,true,false,false,1043762245,Kippie,Kiddie,Fidgin,kfidgin6n@nhs.uk,5168181827,Tabasco,Tennessee,Tingindn,1,37769,GUWC902498DGQ,77,84388.3,18,5137756076,,,true,true,false,false,true,2018-07-04
1240527778,true,false,false,7402489111,Rudolf,Chatenier,Minors,rminors6o@ed.gov,9285254686,Sonora,Southridge,Tepeaca,1,36814,WWDD574848AWF,21,21117.63,29,9103260994,,,false,false,true,true,true,2020-08-01
5022587215,true,false,true,5592617903,Sophie,Davidowich,Gladwell,sgladwell6p@jigsy.com,9996119191,Veracruz de Ignacio de la Llave,Basil,San Francisco Logueche,59538,78870,OCFN545043CTD,17,57767.66,27,8836704756,,,false,false,true,false,false,2021-04-11
4962996134,false,true,false,,Ashly,Girardoni,Matteotti,amatteotti6q@t.co,6873702183,Sonora,Lakewood Gardens,Madera,6010,35004,DOQF689232WVU,,,,,ATUP572018JLNOJOSV,21158,false,false,false,false,false,
0901851285,true,true,false,3175234074,Averill,Boyse,Paladini,apaladini6r@tuttocitta.it,4330084606,Zacatecas,Vidon,Ocozocoautla de Espinosa,0,18221,ZTNV121990EOR,56,20752.09,13,1844633531,WMNO636472WPIZLGLA,11437,false,true,true,true,false,2020-09-28
4608088326,true,false,true,5931015174,Josiah,Cahill,Garmon,jgarmon6s@list-manage.com,1984716871,Chiapas,Harper,San Miguel de Horcasitas,97,15940,HDTS337493ELG,41,11719.61,30,0543189990,,,true,false,true,false,true,2021-07-31
7752320700,false,false,true,,Trixi,Noakes,Trevethan,ttrevethan6t@imageshack.us,9743614897,Tamaulipas,Summerview,Santa Gertrudis,33446,46665,SLEX153168YCV,,,,,,,false,false,false,false,false,
5273476102,false,false,false,,Rand,Kleyn,Cantor,rcantor6u@dot.gov,3882493473,Sonora,South,San Juan Bautista Tlacoatzintepec,4136,97937,JWUO271872OLM,,,,,,,false,false,false,false,false,
5432966591,false,false,false,,Mildrid,D'Alesco,Drage,mdrage6v@cargocollective.com,2549972592,Michoacán,Fordem,Mrtir de Cuilapan,8,20467,TDAA685217TCY,,,,,,,false,false,false,false,false,
9166327661,false,false,false,,Vincenz,Oulner,Dealtry,vdealtry6w@altervista.org,0399308397,Puebla,Mallory,Tizimn,7,20285,BJHU428027XJC,,,,,,,false,false,false,false,false,
2793845123,true,true,true,0500968903,Frasco,Bremeyer,Wheatman,fwheatman6x@virginia.edu,8827831792,Michoacán,Meadow Vale,General Plutarco Elas Calles,6,26474,GKPN308662ZGO,66,68073.96,11,9379375593,GTQT434685ORJYYUGI,24978,false,true,false,true,false,2019-01-02
1755641966,false,false,false,,Samara,Hartright,Crotch,scrotch6y@slashdot.org,7237054063,Oaxaca,Northland,San Pablo Etla,67,29569,YACG053144GOS,,,,,,,false,false,false,false,false,
5059035924,true,false,true,6771050060,Yehudi,Pettiward,Jewise,yjewise6z@zdnet.com,8049684443,Zacatecas,Spaight,Charo,37,75757,EHUS197671TPZ,22,38346.53,26,3360585216,,,true,false,false,false,false,2018-12-11
8333833967,true,false,true,2400100018,Bink,Sarsons,Bromet,bbromet70@cisco.com,2295906117,Nayarit,Truax,San Juan Lachigalla,063,77040,OHJY434375OTB,22,18918.19,3,9149260512,,,true,true,false,true,false,2018-04-26
9660116645,true,false,false,5661955840,Damian,Erratt,Berthome,dberthome71@yellowbook.com,8816054235,Jalisco,Havey,El Plateado de Joaqun Amaro,9,63083,WMFB825191PFG,22,46558.26,31,7397849466,,,false,false,false,true,true,2020-01-24
9885879646,true,false,true,7359904161,Marcello,Norwood,MacCleod,mmaccleod72@sphinn.com,4948155988,Sinaloa,Blue Bill Park,Isla,44818,11046,BVHJ051784IQX,14,14642.61,26,9600053134,,,false,false,false,false,false,2020-05-08
4584325207,false,true,true,,Ulick,Fifoot,Pirazzi,upirazzi73@eepurl.com,4898709485,Aguascalientes,Kenwood,Minatitln,702,13647,EINU530168VQF,,,,,LQNG673173CNJYCCUS,4599,false,false,false,false,false,
5041652122,false,false,true,,Amata,Sives,Tomasutti,atomasutti74@cbc.ca,7924033090,Sonora,Oak Valley,Benito Jurez,64904,13805,LQKD850626MIF,,,,,,,false,false,false,false,false,
6080384331,true,false,false,3628296783,Gifford,Plain,Ingon,gingon75@list-manage.com,0961726444,Veracruz de Ignacio de la Llave,Upham,Santiago Chazumba,2020,06523,QITO247893DIW,47,24381.08,31,0014992607,,,false,true,false,true,true,2019-02-12
1024625709,false,false,true,,Lanni,Killelay,Furzer,lfurzer76@goo.ne.jp,1747365533,Tlaxcala,Fair Oaks,General Trevio,886,63670,LWRT002730YRU,,,,,,,false,false,false,false,false,
9726477224,false,true,false,,Dorise,Farnworth,Eriksson,deriksson77@xing.com,6275217068,Puebla,Warbler,Ecatepec de Morelos,86,99473,QNNS855904HFT,,,,,VYTV045089JTKDPMJA,5376,false,false,false,false,false,
1887443984,true,true,false,3475538002,Dag,Garvill,Stoacley,dstoacley78@netlog.com,4074162127,México,Stuart,Tepexco,5,88558,GCTT831569ZUZ,24,74809.31,32,6726908358,BURX992467DWKZOJZG,15059,true,true,true,true,true,2020-08-14
4863897175,false,true,true,,Octavia,Slorach,Lillee,olillee79@ycombinator.com,9782019704,Baja California,Eagan,Xoxocotla,5,22969,DMCR590859AFS,,,,,PIXM743976EMVKJRHV,47286,false,false,false,false,false,
1919461831,true,false,true,4666864794,Jordon,Sweetland,Snowding,jsnowding7a@wufoo.com,1311678478,Veracruz de Ignacio de la Llave,Elgar,Zapotitln Tablas,8977,48412,AHTR657695HIK,43,56884.62,15,2142081791,,,true,true,false,true,true,2019-02-09
4960946850,false,true,false,,Raynell,Girardey,Cowap,rcowap7b@cyberchimps.com,7474783956,San Luis Potosi,Lakewood Gardens,Tlacolula de Matamoros,4734,11841,YYGC407327FNO,,,,,NPVW264916NILOGUUU,17674,false,false,false,false,false,
4178966481,true,true,false,4597342949,Forbes,Marples,Keslake,fkeslake7c@java.com,5692881272,Zacatecas,Bowman,El Bosque,3532,27500,IFSY299729RPM,64,74641.8,9,9677979246,RFWG230662MAIAZDMN,7277,true,false,true,true,true,2018-12-04
9147665522,false,true,true,,Creighton,Tillard,Whates,cwhates7d@vinaora.com,7841711536,Coahuila de Zaragoza,Reindahl,Cenotillo,63166,11087,CYFX654227YHK,,,,,ONIZ143543YIHNCDLY,7684,false,false,false,false,false,
2555363907,true,false,true,6682277867,Saundra,Sissens,Allwright,sallwright7e@1und1.de,0562624609,Baja California Sur,Gina,Progreso,38,41492,OYED243524GTY,90,93706.96,23,9494615829,,,true,false,true,false,true,2021-04-16
7220589655,false,true,false,,Barbabra,Dashkovich,Condy,bcondy7f@gravatar.com,2333151100,Queretaro,Toban,Macuspana,1148,44032,GXNW866319DDM,,,,,SYCJ584139VOJVXKHB,46111,false,false,false,false,false,
7200919204,true,false,true,3247416465,Dorise,Musso,Marklin,dmarklin7g@prweb.com,2487518155,Tamaulipas,Crowley,Atizapn de Zaragoza,785,61699,TZKM744313QMG,56,51240.19,27,9938069961,,,false,true,false,true,false,2019-10-31
0059055071,true,false,true,5795416030,Brynn,Gomez,Lorence,blorence7h@tinypic.com,6740667111,Coahuila de Zaragoza,Vahlen,Santiago Huajolotitln,8,90760,LMTI181050DEY,90,93407.69,22,1835878974,,,true,true,false,false,true,2021-02-12
9927443485,true,false,true,1315456437,Berthe,Christopherson,Peggram,bpeggram7i@marketwatch.com,4642304687,Coahuila de Zaragoza,Bartelt,Mayapn,95017,57411,TSKO873650CRL,85,66624.22,7,0340484708,,,true,true,false,false,true,2020-12-05
4051697412,false,true,true,,Cal,Cheves,Hanks,chanks7j@jalbum.net,3258647189,Zacatecas,Holy Cross,Hermosillo,362,95796,PYTH980866FOM,,,,,YBAS885958ZBDUCPMC,36032,false,false,false,false,false,
9937506562,false,true,false,,Jeri,Lomb,Kirvin,jkirvin7k@gizmodo.com,2819212665,Baja California,Schlimgen,Mariano Escobedo,523,34968,YVOJ013308FUB,,,,,FGJH458339YVTGUBED,13434,false,false,false,false,false,
0367730965,false,false,true,,Gui,Tribe,Leete,gleete7l@wsj.com,7775389320,Quintana Roo,Ohio,Cuapiaxtla de Madero,18938,63256,BNLQ784210UHZ,,,,,,,false,false,false,false,false,
9262911228,false,false,false,,Rory,Folli,Kain,rkain7m@google.de,8667874872,Colima,Monica,Nava,26,82503,ZPZP806090IAT,,,,,,,false,false,false,false,false,
7332536809,true,true,true,5661955840,Alisha,Prium,Serfati,aserfati7n@blogspot.com,8419980787,Colima,Blackbird,Rayones,67,92494,FTGZ015274XDB,53,65657.93,31,6902248071,CZEI194044QPTSWTCQ,39207,false,false,true,true,true,2020-03-18
8893806592,false,false,true,,Lauri,Smeath,Tandy,ltandy7o@slideshare.net,1480335072,Sinaloa,Manitowish,El Grullo,0,95832,BLBH675735WKS,,,,,,,false,false,false,false,false,
4466047455,true,true,true,6308665681,Cele,Cubbino,Farrant,cfarrant7p@tumblr.com,2678136754,Guanajuato,Crest Line,San Juan Bautista Cuicatln,581,86596,GLLM781590TYZ,90,58875.77,40,5037022705,WVKH329697QTKWHUPS,40433,false,true,false,true,true,2018-04-24
3754345212,false,false,true,,Marja,Inglese,Gierhard,mgierhard7q@auda.org.au,1759621449,Durango,Waywood,Tlayacapan,5900,73830,PJRD496470EBJ,,,,,,,false,false,false,false,false,
5663511574,true,true,true,3575150287,Andros,Laffin,Allright,aallright7r@cloudflare.com,2679736674,Guerrero,Cardinal,Nuevo Ideal,91,22272,DZFH203619ZUY,51,24789.19,39,0490293534,BGCJ618510LXISQXOT,33867,true,false,false,true,true,2018-12-22
4678680465,true,false,true,4684867942,Tedmund,Rittelmeyer,Christoffersen,tchristoffersen7s@histats.com,9323274845,Campeche,Longview,San Lorenzo Texmelcan,70,13911,DPKL114405BYX,93,7896.97,26,7395505730,,,false,false,true,false,false,2021-06-23
4322605480,false,true,false,,Giffer,Rochelle,Sotham,gsotham7t@springer.com,6722568893,Nayarit,Hooker,Tenango del Aire,9,71754,GLNJ511189ZII,,,,,VJMY617505MPJLEJNY,7095,false,false,false,false,false,
8494015849,true,true,true,2893177572,Shandee,Cormode,Ruckledge,sruckledge7u@mozilla.org,8821911290,Baja California Sur,Green Ridge,San Andrs Ixtlahuaca,758,71978,QFUS473091VAW,21,75534.48,15,3181486083,FUND118466YAYCPQLZ,47420,false,true,true,false,true,2021-04-23
4675768550,true,true,true,5592617903,Reginald,Jeanel,Rockall,rrockall7v@webs.com,2262247553,Baja California Sur,8th,Opichn,02033,47656,UYEG471885WIL,83,47638.63,20,2226393330,ZQVM468007GULZXOGT,7386,true,false,false,true,true,2018-12-12
7445195339,true,false,false,5598754744,Wald,Thomasen,Rivenzon,wrivenzon7w@usatoday.com,6022431107,Chiapas,Fordem,Ocampo,53,68756,ELUR400444PHO,61,57215.04,15,4100369328,,,false,true,true,false,true,2020-11-09
5417222255,false,true,false,,Feodora,Peacocke,Gurg,fgurg7x@businesswire.com,6170629037,Chiapas,Schurz,Teotitln del Valle,75307,97016,MEXB422931OVX,,,,,KXOB233032DDSXRPXF,18874,false,false,false,false,false,
1181873554,true,true,true,3199104599,Truda,Reubel,Chomicz,tchomicz7y@tiny.cc,8147520439,Sonora,Annamark,San Francisco del Oro,6187,87499,HDFM570687PKB,71,8808.53,19,0737622729,PDDD767606SLXKRHYG,39239,true,true,true,false,true,2018-11-11
1512269663,true,true,true,8563949760,Leland,Gabriely,Sausman,lsausman7z@dot.gov,7764602904,Nayarit,Harbort,Dolores Hidalgo Cuna de la Independencia Nacional,4035,69225,DBDS183873WJK,26,71949.5,21,6863226128,GYJO020957RUGNILBP,35649,false,true,true,true,false,2019-10-16
0828926605,true,true,false,8463612421,Sean,Penkethman,Clutterham,sclutterham80@sogou.com,7824056534,Sinaloa,Declaration,San Jos Tenango,5,01741,SOYV967688YVB,4,39836.39,2,4877795479,UGNI187412JZFIDNDO,16196,true,false,false,true,true,2021-01-25
1360039078,true,true,true,3247416465,Nancey,Brimicombe,Chansonnau,nchansonnau81@mlb.com,6358540519,Hidalgo,Dwight,San Miguel del Puerto,0996,35620,ITCE088009BFR,80,74564.55,13,0224195800,PTKH515929VRXAIIWS,37828,true,false,false,false,false,2022-06-18
4153370542,true,true,true,6210563128,Carolina,Rodda,Viveash,cviveash82@odnoklassniki.ru,2818232975,San Luis Potosi,Waxwing,Huitzuco de los Figueroa,857,43587,YJIW679501SOI,44,84266.75,32,6057157552,GTZI787616GEDTRSTT,47715,true,true,false,false,false,2019-04-19
5647567179,true,true,true,5661955840,Maybelle,Manshaw,Tabor,mtabor83@tripadvisor.com,2015781303,Morelos,Eagle Crest,Tixmehuac,0,27400,EAXY815969ZOO,37,55284.73,17,8335261859,ZDTB248143IKLCZXZW,8472,true,false,true,false,false,2020-01-24
9877760491,true,false,false,9902649605,Egan,Appleton,Farron,efarron84@facebook.com,6453262744,Quintana Roo,Bellgrove,Totolapa,6041,81534,QLKH833186AIK,99,60022.96,24,8888101894,,,false,true,false,false,false,2020-08-02
4824390409,false,false,true,,Blinnie,Morit,Serjeant,bserjeant85@zdnet.com,1148239826,Tlaxcala,Summit,Coatepec,811,59024,HIQH411907OOJ,,,,,,,false,false,false,false,false,
6209648644,true,false,true,5258258542,Rickard,Ponter,Tibbles,rtibbles86@alibaba.com,2272574217,Chihuahua,Loftsgordon,Miguel Hidalgo,2,79298,BREP440099LEX,64,8215.12,36,5039682266,,,true,true,true,true,true,2018-12-25
7101829993,false,true,false,,Meyer,Kocher,Lensch,mlensch87@goo.ne.jp,0515508510,Guanajuato,Summit,Hueyapan de Ocampo,3258,10011,PCMF281095WXL,,,,,JKET207637LPBHXMWA,14435,false,false,false,false,false,
9940256031,true,false,false,2893177572,Nils,Foxall,Eilers,neilers88@histats.com,5882410908,Chiapas,Acker,Pursima del Rincn,9,08018,REHL745980ODN,86,53698.4,27,9739630641,,,false,false,true,true,true,2022-06-05
9685599476,false,true,true,,Herbie,Linck,Jekyll,hjekyll89@theguardian.com,4415329867,Guanajuato,Springs,San Mateo Nejpam,73,53161,KTIS211742SSY,,,,,MLYF890219XNUCTFZP,19177,false,false,false,false,false,
2160057164,true,false,false,2400100018,Orran,Springall,Samwaye,osamwaye8a@marriott.com,9075653011,Chiapas,Vernon,Arroyo Seco,711,57415,UPDX961431AEE,80,10756.01,5,8913875365,,,true,true,false,false,true,2020-10-25
8371040954,false,true,true,,Ulrike,Hubback,Bartosik,ubartosik8b@list-manage.com,4591800712,Hidalgo,Hayes,Cajeme,96,35299,PWLH183839ORI,,,,,WBBR829275SULJKANA,39177,false,false,false,false,false,
